Name,Users Rating,Type,Address,Zip Code,# Inspections,Last Inspection,Score
CVS PHARMACY #7600,"Average ""CVS PHARMACY #7600"" Rating: n/a",Grocery Store -- Retail,9620 White Settlement Rd,76108,3,06/15/2015,100.0
CVS PHARMACY #7801,"Average ""CVS PHARMACY #7801"" Rating: n/a",Grocery Store -- Retail,6000 Bryant Irvin Rd,76132,2,01/21/2016,97.0
CVS/PHARMACY #7278,"Average ""CVS/PHARMACY #7278"" Rating: n/a",Grocery Store -- Retail,4333 Western Center Blvd,76137,2,01/13/2016,97.0
CVS/PHARMACY #8318,"Average ""CVS/PHARMACY #8318"" Rating: n/a",Grocery Store -- Retail,4464 N Tarrant Pkwy,76248,2,02/01/2016,100.0
D & T MART,"Average ""D & T MART"" Rating: n/a",Grocery Store -- Retail,968 Elmwood Ave,76104,2,09/29/2015,93.0
DADDY JACKS,"Average ""DADDY JACKS"" Rating: n/a",Restaurant,353 Throckmorton St,76102,7,11/10/2015,82.0
DADDY RAYS FAMOUS GINGERBREAD,"Average ""DADDY RAYS FAMOUS GINGERBREAD"" Rating: n/a",Bakery -- Retail,3520 Blue Bonnet Cir,76109,4,11/19/2015,100.0
DAGWOODS FIRE GRILL & TAP,"Average ""DAGWOODS FIRE GRILL & TAP"" Rating: n/a",Restaurant,843 Foch St,76107,2,11/24/2015,100.0
DAGWOODS GRINDERS & GROWLERS,"Average ""DAGWOODS GRINDERS & GROWLERS"" Rating: n/a",Restaurant,1736 Mall Cir,76116,2,12/09/2015,72.0
DAILY WAY FOOD STORE,"Average ""DAILY WAY FOOD STORE"" Rating: n/a",Grocery Store -- Retail,7401 Wichita St,76140,7,10/30/2015,75.0
DAIQUIRI DADDI CAFE,"Average ""DAIQUIRI DADDI CAFE"" Rating: n/a",Snack Bar,6220 Hulen Bend Blvd,76132,1,12/11/2015,93.0
DAIRY MART #7,"Average ""DAIRY MART #7"" Rating: n/a",Restaurant,5529 James Ave,76115,8,02/05/2016,76.0
DAIRY QUEEN,"Average ""DAIRY QUEEN"" Rating: n/a",Restaurant,6417 Mccart,76133,1,11/25/2015,100.0
DAIRY QUEEN #44,"Average ""DAIRY QUEEN #44"" Rating: n/a",Restaurant,1301 Circle Park Blvd,76106,3,10/20/2015,94.0
DAIRY QUEEN #46,"Average ""DAIRY QUEEN #46"" Rating: n/a",Restaurant,2050 Montgomery St,76107,8,02/01/2016,88.0
DAIRY QUEEN RESTAURANT,"Average ""DAIRY QUEEN RESTAURANT"" Rating: n/a",Restaurant,7150 North Fwy,76134,1,11/11/2015,100.0
DAIRY QUEEN RESTAURANT,"Average ""DAIRY QUEEN RESTAURANT"" Rating: n/a",Restaurant,8620 N Beach St,76244,3,12/01/2015,82.0
DAISY SCHOOL,"Average ""DAISY SCHOOL"" Rating: n/a",Child Care Kitchen,3443 Mccart Ave,76110,4,11/24/2015,93.0
DALES DONUTS,"Average ""DALES DONUTS"" Rating: n/a",Bakery -- Retail,5515 S Hulen St,76132,3,12/31/2015,85.0
DALES DONUTS #9,"Average ""DALES DONUTS #9"" Rating: n/a",Bakery -- Retail,4455 Camp Bowie Blvd,76107,3,03/13/2015,100.0
DALLAS FOOD STORE,"Average ""DALLAS FOOD STORE"" Rating: n/a",Grocery Store -- Retail,3400 E Rosedale St,76105,6,10/27/2015,97.0
DANIELS FAMILY FISH & MORE,"Average ""DANIELS FAMILY FISH & MORE"" Rating: n/a",Restaurant,1023 Woodhaven Blvd,76112,4,12/07/2015,100.0
DANS SEAFOOD & CHICKEN,"Average ""DANS SEAFOOD & CHICKEN"" Rating: n/a",Restaurant,3801 Altamesa Blvd,76133,4,11/03/2015,88.0
DANS SEAFOOD & CHICKEN,"Average ""DANS SEAFOOD & CHICKEN"" Rating: n/a",Restaurant,6719 Bridge St,76112,3,11/25/2015,82.0
DARBYS PRIMARY ACADEMY,"Average ""DARBYS PRIMARY ACADEMY"" Rating: n/a",Child Care Kitchen,3313 S Las Vegas Trl,76116,3,08/25/2015,90.0
DAVES FOOD AND DELI,"Average ""DAVES FOOD AND DELI"" Rating: n/a",Restaurant,301 S Sylvania Ave,76111,8,02/03/2016,88.0
DAVID MCDAVID FORD FT WORTH,"Average ""DAVID MCDAVID FORD FT WORTH"" Rating: n/a",Grocery Store -- Retail,300 W Loop 820 S,76108,3,09/28/2015,100.0
DAWN DONUT SHOP,"Average ""DAWN DONUT SHOP"" Rating: 2.3",Bakery -- Retail,13912 Trinity Blvd,76040,2,01/27/2016,93.0
DAYBREAK CAFE,"Average ""DAYBREAK CAFE"" Rating: n/a",Restaurant,2720 White Settlement Rd,76107,6,12/03/2015,88.0
DAYS INN,"Average ""DAYS INN"" Rating: n/a",Snack Bar,5370 Blue Mound Rd,76106,2,07/17/2015,94.0
DAYS INN & SUITES,"Average ""DAYS INN & SUITES"" Rating: n/a",Snack Bar,13954 Trinity Blvd,76040,2,09/11/2015,91.0
DEL FRISCOS DOUBLE EAGLE STEAK HOUSE,"Average ""DEL FRISCOS DOUBLE EAGLE STEAK HOUSE"" Rating: n/a",Restaurant,812 Main St,76102,12,10/14/2015,75.0
DEL FRISCOS GRILLE,"Average ""DEL FRISCOS GRILLE"" Rating: n/a",Restaurant,154 E 3rd St,76102,10,10/16/2015,87.0
DELANYS SMOKE PIT,"Average ""DELANYS SMOKE PIT"" Rating: n/a",Restaurant,2401 E Belknap St,76111,9,12/15/2015,93.0
DELISIA,"Average ""DELISIA"" Rating: n/a",Grocery Store -- Retail,2301 Clinton Ave,76164,3,06/30/2015,93.0
DELISIAS,"Average ""DELISIAS"" Rating: n/a",Grocery Store -- Retail,12400 South Fwy,76028,8,02/04/2016,61.0
DELISIAS / SHELL,"Average ""DELISIAS / SHELL"" Rating: n/a",Grocery Store -- Retail,414 E Seminary Dr,76115,4,09/23/2015,100.0
DENNYS,"Average ""DENNYS"" Rating: n/a",Restaurant,4601 S Hulen St,76132,7,01/11/2016,81.0
DENNYS,"Average ""DENNYS"" Rating: n/a",Restaurant,6737 Camp Bowie Blvd,76116,6,01/13/2016,91.0
DENNYS #1047,"Average ""DENNYS #1047"" Rating: n/a",Restaurant,4400 South Freeway,76115,6,01/20/2016,93.0
DENNYS #7756,"Average ""DENNYS #7756"" Rating: n/a",Restaurant,6480 North Freeway,76137,6,11/04/2015,89.0
DESTINED TO ADORN RESOURCE CTR,"Average ""DESTINED TO ADORN RESOURCE CTR"" Rating: n/a",Restaurant,1100 Hemphill St,76104,3,11/19/2015,94.0
DESTINYS CAJUN EXPRESS & CATERING,"Average ""DESTINYS CAJUN EXPRESS & CATERING"" Rating: n/a",Restaurant,3633 E Lancaster Ave,76103,1,01/14/2016,97.0
DFW AIRPORT MARRIOTT SOUTH,"Average ""DFW AIRPORT MARRIOTT SOUTH"" Rating: n/a",Restaurant,4151 Centreport Dr,76155,8,12/03/2015,88.0
DFW MARRIOTT @ CHAMPION CIRCLE,"Average ""DFW MARRIOTT @ CHAMPION CIRCLE"" Rating: n/a",Restaurant,3300 Championship Pkwy,76177,8,12/11/2015,97.0
DFW MARRIOTT GOLF CLUB @CC,"Average ""DFW MARRIOTT GOLF CLUB @CC"" Rating: n/a",Restaurant,15801 Championship Pkwy,76177,5,01/13/2016,97.0
DIAMOND FAMOUS FRIED CHICKEN,"Average ""DIAMOND FAMOUS FRIED CHICKEN"" Rating: n/a",Grocery Store -- Retail,2712 S Las Vegas Trl,76116,4,01/21/2016,74.0
DIAMOND HILL CDC,"Average ""DIAMOND HILL CDC"" Rating: n/a",Child Care Kitchen,2412 Salisbury Ave,76106,3,10/26/2015,100.0
DIAMOND HILL SNOW CONE,"Average ""DIAMOND HILL SNOW CONE"" Rating: n/a",Snack Bar,1301 Ne 35th St,76106,1,07/14/2015,96.0
DIAMOND ROAD HEAD START,"Average ""DIAMOND ROAD HEAD START"" Rating: n/a",Child Care Kitchen,2526 Diamond Rd,76106,5,11/30/2015,97.0
DICKEYS,"Average ""DICKEYS"" Rating: n/a",Restaurant,6721 Bridge St,76112,5,12/04/2015,91.0
DICKEYS BARBECUE,"Average ""DICKEYS BARBECUE"" Rating: n/a",Restaurant,6219 Oakmont Blvd,76132,6,02/01/2016,86.0
DICKEYS BARBECUE,"Average ""DICKEYS BARBECUE"" Rating: n/a",Restaurant,5412 Blue Mound Rd,76106,6,11/12/2015,88.0
DICKEYS BARBECUE PIT,"Average ""DICKEYS BARBECUE PIT"" Rating: n/a",Restaurant,951 N Beach St,76111,4,10/20/2015,90.0
DICKEYS BBQ,"Average ""DICKEYS BBQ"" Rating: n/a",Restaurant,451 University Dr,76107,5,01/14/2016,88.0
DICKEYS BBQ PIT,"Average ""DICKEYS BBQ PIT"" Rating: n/a",Restaurant,13100 Nw Highway 287,76179,4,10/14/2015,91.0
DINOS LIVE,"Average ""DINOS LIVE"" Rating: n/a",Restaurant,2707 Race St,76111,8,11/04/2015,80.0
DISCOUNT FOOD STORE,"Average ""DISCOUNT FOOD STORE"" Rating: n/a",Grocery Store -- Retail,604 N Riverside Dr,76111,2,09/24/2015,83.0
DISCOUNT MINI MART,"Average ""DISCOUNT MINI MART"" Rating: n/a",Restaurant,2424 Azle Ave,76106,6,12/16/2015,79.0
DISCOUNT MINI MART #2,"Average ""DISCOUNT MINI MART #2"" Rating: n/a",Grocery Store -- Retail,3300 N Commerce St,76106,2,06/20/2015,97.0
DIVE OYSTER BAR THE,"Average ""DIVE OYSTER BAR THE"" Rating: n/a",Restaurant,3520 Alta Mere Dr,76116,1,12/04/2015,91.0
DIXIE HOUSE CAFE,"Average ""DIXIE HOUSE CAFE"" Rating: n/a",Restaurant,5401 S Hulen St,76132,6,11/09/2015,82.0
DIXIE HOUSE CAFE,"Average ""DIXIE HOUSE CAFE"" Rating: 4.5",Restaurant,6200 E Lancaster Ave,76112,6,12/03/2015,81.0
DOLLAR EXPRESS,"Average ""DOLLAR EXPRESS"" Rating: n/a",Grocery Store -- Retail,4117 E Lancaster Ave,76103,1,10/28/2015,97.0
DOLLAR EXPRESS,"Average ""DOLLAR EXPRESS"" Rating: n/a",Grocery Store -- Retail,3900 Hemphill St,76110,2,09/22/2015,93.0
DOLLAR GENERAL #11378,"Average ""DOLLAR GENERAL #11378"" Rating: n/a",Grocery Store -- Retail,4311 Bryant Irvin Rd,76132,2,03/24/2015,91.0
DOLLAR GENERAL #11637,"Average ""DOLLAR GENERAL #11637"" Rating: n/a",Grocery Store -- Retail,2520 Hemphill St,76110,3,09/27/2015,100.0
DOLLAR GENERAL #12128,"Average ""DOLLAR GENERAL #12128"" Rating: n/a",Grocery Store -- Retail,1024 Bridgewood Dr,76112,3,01/23/2016,97.0
DOLLAR GENERAL #12479,"Average ""DOLLAR GENERAL #12479"" Rating: n/a",Grocery Store -- Retail,1100 E Seminary Dr,76115,1,04/30/2015,96.0
DOLLAR GENERAL #13080,"Average ""DOLLAR GENERAL #13080"" Rating: n/a",Grocery Store -- Retail,3451 Decatur Ave,76106,2,06/08/2015,93.0
DOLLAR GENERAL #1379,"Average ""DOLLAR GENERAL #1379"" Rating: n/a",Grocery Store -- Retail,5721 Crowley Rd,76134,2,09/28/2015,100.0
DOLLAR GENERAL #14310,"Average ""DOLLAR GENERAL #14310"" Rating: n/a",Grocery Store -- Retail,7121 Boat Club Rd,76179,2,09/28/2015,94.0
DOLLAR GENERAL #1752,"Average ""DOLLAR GENERAL #1752"" Rating: n/a",Grocery Store -- Retail,6532 Meadowbrook Dr,76112,2,08/10/2015,97.0
DOLLAR GENERAL #3465,"Average ""DOLLAR GENERAL #3465"" Rating: n/a",Grocery Store -- Retail,4409 River Oaks Blvd,76114,1,03/26/2015,96.0
DOLLAR GENERAL #3981,"Average ""DOLLAR GENERAL #3981"" Rating: n/a",Grocery Store -- Retail,8454 Camp Bowie West Blvd,76116,2,01/21/2016,93.0
DOLLAR GENERAL #4009,"Average ""DOLLAR GENERAL #4009"" Rating: n/a",Grocery Store -- Retail,5264 Trail Lake Dr,76133,2,09/19/2015,94.0
DOLLAR GENERAL #4295,"Average ""DOLLAR GENERAL #4295"" Rating: n/a",Grocery Store -- Retail,6267 Granbury Rd,76133,2,09/15/2015,94.0
DOLLAR GENERAL #7558,"Average ""DOLLAR GENERAL #7558"" Rating: n/a",Grocery Store -- Retail,3548 South Hills Ave,76109,2,03/17/2015,96.0
DOLLAR GENERAL 4483,"Average ""DOLLAR GENERAL 4483"" Rating: n/a",Grocery Store -- Retail,1000 Sycamore School Rd,76134,2,06/18/2015,97.0
DOLLAR GENERAL STORE #11647,"Average ""DOLLAR GENERAL STORE #11647"" Rating: n/a",Grocery Store -- Retail,3600 Miller Ave,76119,2,12/30/2015,90.0
DOLLAR GENERAL STORE #11818,"Average ""DOLLAR GENERAL STORE #11818"" Rating: n/a",Grocery Store -- Retail,4401 E Lancaster Ave,76103,2,09/16/2015,100.0
DOLLAR TREE,"Average ""DOLLAR TREE"" Rating: n/a",Grocery Store -- Retail,2233 Porter Creek Dr,76177,1,10/01/2015,100.0
DOLLAR TREE #04944,"Average ""DOLLAR TREE #04944"" Rating: n/a",Grocery Store -- Retail,1458 Eastchase Pkwy,76120,3,02/11/2016,96.0
DOLLAR TREE #2877,"Average ""DOLLAR TREE #2877"" Rating: n/a",Grocery Store -- Retail,6216 Hulen Bend Blvd,76132,2,09/10/2015,96.0
DOLLAR TREE #3949,"Average ""DOLLAR TREE #3949"" Rating: n/a",Grocery Store -- Retail,9700 Legacy Dr,76108,2,09/09/2015,100.0
DOLLAR TREE #4154,"Average ""DOLLAR TREE #4154"" Rating: n/a",Grocery Store -- Retail,7440 Mccart Ave,76133,2,06/18/2015,94.0
DOLLAR TREE #4945,"Average ""DOLLAR TREE #4945"" Rating: n/a",Grocery Store -- Retail,219 Ne 28th St,76164,2,04/23/2015,96.0
DOLLAR TREE #5078,"Average ""DOLLAR TREE #5078"" Rating: n/a",Grocery Store -- Retail,2708 Renaissance Sq,76105,2,08/31/2015,93.0
DOLLAR TREE #5606,"Average ""DOLLAR TREE #5606"" Rating: n/a",Grocery Store -- Retail,4200 South Fwy,76115,2,07/23/2015,97.0
DOLLAR TREE #5628,"Average ""DOLLAR TREE #5628"" Rating: n/a",Grocery Store -- Retail,8640 Camp Bowie West Blvd,76116,3,07/21/2015,97.0
DOLLAR TREE #6520,"Average ""DOLLAR TREE #6520"" Rating: n/a",Grocery Store -- Retail,10701 N Beach St,76244,1,08/20/2015,100.0
DOLLAR TREE 2330,"Average ""DOLLAR TREE 2330"" Rating: n/a",Grocery Store -- Retail,6397 Camp Bowie Blvd,76116,2,08/09/2015,96.0
DOLLAR TREE STORE #03596,"Average ""DOLLAR TREE STORE #03596"" Rating: n/a",Grocery Store -- Retail,367 Carroll St,76107,2,07/15/2015,93.0
DOLLAR TREE STORE #3458,"Average ""DOLLAR TREE STORE #3458"" Rating: n/a",Grocery Store -- Retail,4217 E Lancaster Ave,76103,2,09/16/2015,90.0
DOMINOS PIZZA,"Average ""DOMINOS PIZZA"" Rating: n/a",Restaurant,12412 Timberland Blvd,76244,3,12/08/2015,94.0
DOMINOS PIZZA,"Average ""DOMINOS PIZZA"" Rating: n/a",Restaurant,2484 Avondale Haslet Rd,76052,3,11/25/2015,90.0
DOMINOS PIZZA #6818,"Average ""DOMINOS PIZZA #6818"" Rating: n/a",Restaurant,7630 N Beach St,76137,3,11/11/2015,89.0
DOMINOS PIZZA #6821,"Average ""DOMINOS PIZZA #6821"" Rating: 1.0",Restaurant,7638 Mccart Ave,76123,3,11/18/2015,87.0
DOMINOS PIZZA #6874,"Average ""DOMINOS PIZZA #6874"" Rating: 1.0",Restaurant,4201 E Berry St,76105,3,08/28/2015,84.0
DOMINOS PIZZA #6902,"Average ""DOMINOS PIZZA #6902"" Rating: n/a",Restaurant,2801 W Berry St,76109,3,11/20/2015,85.0
DOMINOS PIZZA #6939,"Average ""DOMINOS PIZZA #6939"" Rating: n/a",Restaurant,4620 Camp Bowie Blvd,76107,5,02/06/2016,90.0
DOMINOS PIZZA #6941,"Average ""DOMINOS PIZZA #6941"" Rating: n/a",Restaurant,5400 Woodway Dr,76133,1,04/29/2015,82.0
DOMINOS PIZZA #6948,"Average ""DOMINOS PIZZA #6948"" Rating: n/a",Restaurant,8808 Camp Bowie West Blvd,76116,3,11/24/2015,87.0
DOMINOS PIZZA #6949,"Average ""DOMINOS PIZZA #6949"" Rating: n/a",Restaurant,6612 Brentwood Stair Rd,76112,4,01/21/2016,81.0
DOMINOS PIZZA #6954,"Average ""DOMINOS PIZZA #6954"" Rating: n/a",Restaurant,2680 N Main St,76106,4,02/05/2016,97.0
DOMINOS PIZZA #6965,"Average ""DOMINOS PIZZA #6965"" Rating: n/a",Restaurant,3810 E Belknap St,76111,3,12/28/2015,78.0
DOMINOS PIZZA #6982,"Average ""DOMINOS PIZZA #6982"" Rating: 1.5",Restaurant,900 Henderson St,76102,3,08/01/2015,90.0
DON PABLOS,"Average ""DON PABLOS"" Rating: n/a",Restaurant,7050 Ridgmar Meadow Rd,76116,8,02/11/2016,92.0
DON PANCHO TORTILLERIA,"Average ""DON PANCHO TORTILLERIA"" Rating: n/a",Restaurant,5159 Wichita St,76119,5,10/14/2015,81.0
DON TACO FRESH MEX GRILL,"Average ""DON TACO FRESH MEX GRILL"" Rating: n/a",Restaurant,3529 Heritage Trace Pkwy,76248,6,12/11/2015,97.0
DONA CARMEN PUPUSERIA,"Average ""DONA CARMEN PUPUSERIA"" Rating: n/a",Restaurant,1818 Hemphill St,76110,7,01/20/2016,91.0
DONA CARMEN PUPUSERIA #2,"Average ""DONA CARMEN PUPUSERIA #2"" Rating: n/a",Restaurant,1712 N Sylvania Ave,76111,6,01/12/2016,85.0
DONS SEAFOOD,"Average ""DONS SEAFOOD"" Rating: n/a",Restaurant,5109 Wichita St,76119,6,12/14/2015,97.0
DONUT DELIGHT,"Average ""DONUT DELIGHT"" Rating: n/a",Bakery -- Retail,9501 Clifford St,76108,2,04/13/2015,82.0
DONUT EXPRESS,"Average ""DONUT EXPRESS"" Rating: n/a",Bakery -- Retail,2606 Cherry Ln,76116,2,09/29/2015,75.0
DONUT HOUSE,"Average ""DONUT HOUSE"" Rating: n/a",Bakery -- Retail,5040 N Tarrant Pkwy,76244,1,01/20/2016,91.0
DONUT KING #3,"Average ""DONUT KING #3"" Rating: n/a",Bakery -- Retail,119 Longhorn Rd,76179,2,08/27/2015,92.0
DONUT LAND,"Average ""DONUT LAND"" Rating: n/a",Bakery -- Retail,3088 Basswood Blvd,76137,2,02/18/2015,96.0
DONUT N COFFEE,"Average ""DONUT N COFFEE"" Rating: 5.0",Bakery -- Retail,101 E Long Ave,76106,1,06/20/2015,77.0
DONUT PALACE,"Average ""DONUT PALACE"" Rating: n/a",Bakery -- Retail,1316 Sycamore School Rd,76134,2,08/27/2015,85.0
DONUT PALACE,"Average ""DONUT PALACE"" Rating: n/a",Bakery -- Retail,3300 Western Center Blvd,76137,1,06/06/2015,76.0
DONUT PALACE,"Average ""DONUT PALACE"" Rating: n/a",Bakery -- Retail,3548 South Hills Ave,76109,4,01/26/2016,88.0
DONUT PALACE 2,"Average ""DONUT PALACE 2"" Rating: n/a",Bakery -- Retail,5400 Woodway Dr,76133,3,10/22/2015,89.0
DONUT PALACE THE,"Average ""DONUT PALACE THE"" Rating: n/a",Bakery -- Retail,7455 S Hulen St,76133,3,11/25/2015,85.0
DONUTOPIA,"Average ""DONUTOPIA"" Rating: n/a",Bakery -- Retail,5404 Basswood Blvd,76137,1,09/16/2015,94.0
DONUTS,"Average ""DONUTS"" Rating: n/a",Bakery -- Retail,8455 Boat Club Rd,76179,3,12/23/2015,85.0
DONUTS PLUS,"Average ""DONUTS PLUS"" Rating: n/a",Snack Bar,2977 S Precinct Line Rd,76118,2,02/26/2015,89.0
DONUTS PLUS,"Average ""DONUTS PLUS"" Rating: n/a",Bakery -- Retail,2201 Jacksboro Hwy,76114,4,10/20/2015,83.0
DORAS CAFE @ TX WESLEYAN UNIV,"Average ""DORAS CAFE @ TX WESLEYAN UNIV"" Rating: n/a",Restaurant,3128 Ave B,76105,3,11/20/2015,97.0
DOS AMIGOS TAQUERIA,"Average ""DOS AMIGOS TAQUERIA"" Rating: n/a",Restaurant,1806 Vaughn Blvd,76105,2,11/11/2015,87.0
DOS DONUTS,"Average ""DOS DONUTS"" Rating: n/a",Bakery -- Retail,4710 E Lancaster Ave,76103,2,11/23/2015,77.0
DOS HERMANOS,"Average ""DOS HERMANOS"" Rating: n/a",Meat Market -- Retail,2920 Altamesa Blvd,76133,6,02/12/2016,96.0
DOS MOLINAS,"Average ""DOS MOLINAS"" Rating: n/a",Restaurant,404 Nw 25th St,76164,7,12/11/2015,83.0
DREWS PLACE,"Average ""DREWS PLACE"" Rating: n/a",Restaurant,5701 Curzon Ave,76107,3,09/29/2015,84.0
DRIVE IN MINI MART,"Average ""DRIVE IN MINI MART"" Rating: n/a",Restaurant,501 Nw 25th St,76106,6,12/16/2015,94.0
DUBLIN SQUARE,"Average ""DUBLIN SQUARE"" Rating: n/a",Restaurant,6651 Fossil Bluff Dr,76137,7,10/28/2015,91.0
DUDE SWEET CHOCOLATE,"Average ""DUDE SWEET CHOCOLATE"" Rating: n/a",Snack Bar,2925 Crockett St,76107,1,10/13/2015,100.0
DUDLEYS DELI & GIFT SHOP,"Average ""DUDLEYS DELI & GIFT SHOP"" Rating: n/a",Snack Bar,6300 Ridglea Pl,76116,3,08/26/2015,97.0
DUFFEYS KOLACHE BAKERY,"Average ""DUFFEYS KOLACHE BAKERY"" Rating: n/a",Bakery -- Retail,8653 N Beach St,76244,1,12/05/2014,100.0
DUKES #7,"Average ""DUKES #7"" Rating: n/a",Snack Bar,7345 Boat Club Rd,76179,4,04/29/2015,97.0
DUNKIN DONUTS,"Average ""DUNKIN DONUTS"" Rating: 2.0",Restaurant,9629 White Settlement Rd,76108,4,12/21/2015,84.0
DURANGO CLUB,"Average ""DURANGO CLUB"" Rating: n/a",Lounge,3608 N Main St,76106,2,09/28/2015,100.0
DURTY CROW BAR,"Average ""DURTY CROW BAR"" Rating: n/a",Lounge,2801 Crockett St,76107,1,03/23/2015,88.0
DURTY MURPHYS,"Average ""DURTY MURPHYS"" Rating: n/a",Lounge,609 Houston St,76102,2,07/25/2015,91.0
DUTCH MAID DONUTS,"Average ""DUTCH MAID DONUTS"" Rating: n/a",Bakery -- Retail,3075 Mansfield Hwy,76119,3,10/29/2015,93.0
DUTCHS,"Average ""DUTCHS"" Rating: n/a",Restaurant,3009 S University Dr,76109,5,11/13/2015,89.0
E J A FOOD MART,"Average ""E J A FOOD MART"" Rating: n/a",Grocery Store -- Retail,1510 S University Dr,76107,2,02/20/2015,93.0
E-Z WAY SHOPPING,"Average ""E-Z WAY SHOPPING"" Rating: n/a",Grocery Store -- Retail,4700 E Lancaster Ave,76103,2,06/29/2015,86.0
EAGLE BASE,"Average ""EAGLE BASE"" Rating: n/a",Grocery Store -- Retail,6800 Bowman Roberts Rd,76179,2,09/28/2015,85.0
EAGLE MART,"Average ""EAGLE MART"" Rating: n/a",Restaurant,1200 W Seminary Dr,76115,5,09/24/2015,96.0
EAGLE MOUNTAIN ASSISTED LIVING,"Average ""EAGLE MOUNTAIN ASSISTED LIVING"" Rating: n/a",Restaurant,3141 Dalhart Dr,76179,1,01/22/2016,100.0
EAGLE MOUNTAIN FARMHOUSE CHEESE,"Average ""EAGLE MOUNTAIN FARMHOUSE CHEESE"" Rating: n/a",Spa,3821 Southwest Blvd,76114,2,07/11/2015,97.0
EAGLES NEST,"Average ""EAGLES NEST"" Rating: n/a",Restaurant,8455 Boat Club Rd,76179,9,12/29/2015,88.0
EAST FOOD MART,"Average ""EAST FOOD MART"" Rating: n/a",Restaurant,2740 Sandy Ln,76112,3,09/14/2015,84.0
EAST FORT WORTH MONTESSORI,"Average ""EAST FORT WORTH MONTESSORI"" Rating: n/a",Restaurant,501 Oakland Blvd,76103,7,11/30/2015,97.0
EAST GOURMET,"Average ""EAST GOURMET"" Rating: n/a",Restaurant,6080 S Hulen St,76132,6,12/02/2015,79.0
EAST HAMPTON SANDWICH CO,"Average ""EAST HAMPTON SANDWICH CO"" Rating: n/a",Restaurant,1605 S University Dr,76107,3,09/16/2015,82.0
EASTCHASE DONUT,"Average ""EASTCHASE DONUT"" Rating: n/a",Bakery -- Retail,1801 Eastchase Pkwy,76120,1,04/03/2015,94.0
EASY FOOD MART,"Average ""EASY FOOD MART"" Rating: n/a",Grocery Store -- Retail,5400 Brentwood Stair Rd,76112,2,04/20/2015,100.0
EASY MART,"Average ""EASY MART"" Rating: n/a",Grocery Store -- Retail,4501 Trail Lake Dr,76133,2,09/20/2015,97.0
EDDIE VS PRIME SEAFOOD #8506,"Average ""EDDIE VS PRIME SEAFOOD #8506"" Rating: n/a",Restaurant,3100 W 7th St,76107,7,11/19/2015,100.0
EDDIES FRIED CHICKEN #1,"Average ""EDDIES FRIED CHICKEN #1"" Rating: n/a",Restaurant,1901 Hemphill St,76110,4,09/24/2015,85.0
EDELWEISS GERMAN RESTAURANT,"Average ""EDELWEISS GERMAN RESTAURANT"" Rating: n/a",Restaurant,3801 Southwest Blvd,76116,8,11/11/2015,79.0
EDEN FOOD MART,"Average ""EDEN FOOD MART"" Rating: n/a",Grocery Store -- Retail,4146 Miller,76119,2,03/18/2015,94.0
EDIBLE ARRANGEMENTS,"Average ""EDIBLE ARRANGEMENTS"" Rating: n/a",Snack Bar,4825 Overton Ridge Blvd,76132,2,01/08/2016,85.0
EDIBLE ARRANGEMENTS,"Average ""EDIBLE ARRANGEMENTS"" Rating: n/a",Produce -- Retail,2600 W 7th St,76107,2,01/26/2016,96.0
EDIBLE ARRANGEMENTS,"Average ""EDIBLE ARRANGEMENTS"" Rating: n/a",Snack Bar,2700 Western Center Blvd,76131,4,01/20/2016,100.0
EDIBLE ARRANGEMENTS #1113,"Average ""EDIBLE ARRANGEMENTS #1113"" Rating: n/a",Snack Bar,5932 Quebec St,76135,4,12/15/2015,94.0
EDOHANA HIBACHI & SUSHI,"Average ""EDOHANA HIBACHI & SUSHI"" Rating: n/a",Restaurant,5816 Sw Loop 820,76132,3,02/08/2016,85.0
EDOHANA SUSHI,"Average ""EDOHANA SUSHI"" Rating: n/a",Restaurant,2704 S Hulen St,76109,7,12/15/2015,81.0
EGG & I THE,"Average ""EGG & I THE"" Rating: n/a",Restaurant,6333 Camp Bowie Blvd,76116,2,11/05/2015,89.0
EGG & I THE,"Average ""EGG & I THE"" Rating: n/a",Restaurant,8424 Lakewood Hill,76137,3,01/11/2016,90.0
EINSTEIN BROS BAGELS #2072,"Average ""EINSTEIN BROS BAGELS #2072"" Rating: n/a",Snack Bar,3050 S University Dr,76109,4,11/13/2015,90.0
EINSTEIN BROTHERS BAGELS #3552,"Average ""EINSTEIN BROTHERS BAGELS #3552"" Rating: n/a",Deli -- Retail,5811 Bryant Irvin Rd,76132,3,11/24/2015,82.0
EL AMIGO TAQUERIA,"Average ""EL AMIGO TAQUERIA"" Rating: n/a",Restaurant,5251 N Beach St,76137,3,09/24/2015,80.0
EL ASADERO,"Average ""EL ASADERO"" Rating: n/a",Restaurant,1535 N Main St,76106,6,11/10/2015,94.0
EL BORREGO DE ORO,"Average ""EL BORREGO DE ORO"" Rating: n/a",Restaurant,1128 E Seminary Dr,76115,4,10/12/2015,89.0
EL BUEN PASTOR,"Average ""EL BUEN PASTOR"" Rating: n/a",Restaurant,4501 Trail Lake Dr,76133,1,01/28/2016,100.0
EL CABALLO BLANCO,"Average ""EL CABALLO BLANCO"" Rating: n/a",Lounge,3203 N Main St,76106,1,09/16/2015,97.0
EL CARNICERO,"Average ""EL CARNICERO"" Rating: n/a",Grocery Store -- Retail,1300 E Seminary Dr,76115,1,07/17/2015,88.0
